34,,,BUS0000000000034,a,2005-09-09 05:09:04,2
40,,,BUS0000000000035,a,2005-09-09 05:09:04,2
41,,,BUS0000000000036,a,2005-09-09 05:09:04,2
42,,,BUS0000000000037,a,2005-09-09 05:09:04,2
43,,,BUS0000000000038,a,2005-09-09 05:09:04,2
44,,,BUS0000000000039,a,2005-09-09 05:09:04,2
45,,,BUS0000000000040,a,2005-09-09 05:09:04,2
46,,,BUS0000000000041,a,2005-09-09 05:09:04,2
47,,,BUS0000000000042,a,2005-09-09 05:09:04,2
48,,,BUS0000000000043,a,2005-09-09 05:09:04,2
49,,,BUS0000000000044,a,2005-09-09 05:09:04,2
50,,,BUS0000000000045,a,2005-09-09 05:09:04,2
51,,,BUS0000000000046,a,2005-09-09 05:09:04,2
52,,,BUS0000000000047,a,2005-09-09 05:09:04,2
53,,,BUS0000000000048,a,2005-09-09 05:09:04,2
54,,,BUS0000000000049,a,2005-09-09 05:09:04,2
55,,,BUS0000000000050,a,2005-09-09 05:09:04,2
56,,,BUS0000000000051,a,2005-09-09 05:09:04,2
57,,,BUS0000000000052,a,2005-09-09 05:09:04,2
58,,,BUS0000000000053,a,2005-09-09 05:09:05,2
59,,,BUS0000000000054,a,2005-09-09 05:09:05,2
60,,,BUS0000000000055,a,2005-09-09 05:09:05,2
61,,,BUS0000000000056,a,2005-09-09 05:09:05,2
62,,,BUS0000000000057,a,2005-09-09 05:09:05,2
63,,,BUS0000000000058,a,2005-09-09 05:09:05,2
64,,,BUS0000000000059,a,2005-09-09 05:09:05,2
65,,,BUS0000000000060,a,2005-09-09 05:09:05,2
66,,,BUS0000000000061,a,2005-09-09 05:09:05,2
67,,,BUS0000000000062,a,2005-09-09 05:09:05,2
68,,,BUS0000000000063,a,2005-09-09 05:09:05,2
69,,,BUS0000000000064,a,2005-09-09 05:09:05,2
70,,,BUS0000000000065,a,2005-09-09 05:09:05,2
71,,,BUS0000000000066,a,2005-09-09 05:09:05,2
1,,0,2999999999,a,2006-08-03 01:08:21,
72,,,BUS0000000000067,a,2005-09-09 05:09:05,2
139,,,BUS0000000000134,a,2005-09-09 05:09:07,2
140,,,BUS0000000000135,a,2005-09-09 05:09:07,2
141,,,BUS0000000000136,a,2005-09-09 05:09:07,2
142,,,BUS0000000000137,a,2005-09-09 05:09:07,2
143,,,BUS0000000000138,a,2005-09-09 05:09:07,2
144,,,BUS0000000000139,a,2005-09-09 05:09:07,2
145,,,BUS0000000000140,a,2005-09-09 05:09:07,2
146,,,BUS0000000000141,a,2005-09-09 05:09:07,2
147,,,BUS0000000000142,a,2005-09-09 05:09:07,2
148,,,BUS0000000000143,a,2005-09-09 05:09:07,2
149,,,BUS0000000000144,a,2005-09-09 05:09:07,2
150,,,BUS0000000000145,a,2005-09-09 05:09:07,2
151,,,BUS0000000000146,a,2005-09-09 05:09:07,2
152,,,BUS0000000000147,a,2005-09-09 05:09:07,2
153,,,BUS0000000000148,a,2005-09-09 05:09:07,2
154,,,BUS0000000000149,a,2005-09-09 05:09:07,2
155,,,BUS0000000000150,a,2005-09-09 05:09:07,2
156,,,BUS0000000000151,a,2005-09-09 05:09:07,2
157,,,BUS0000000000152,a,2005-09-09 05:09:07,2
158,,,BUS0000000000153,a,2005-09-09 05:09:07,2
159,,,BUS0000000000154,a,2005-09-09 05:09:07,2
160,,,BUS0000000000155,a,2005-09-09 05:09:07,2
161,,,BUS0000000000156,a,2005-09-09 05:09:07,2
162,,,BUS0000000000157,a,2005-09-09 05:09:07,2
163,,,BUS0000000000158,a,2005-09-09 05:09:07,2
164,,,BUS0000000000159,a,2005-09-09 05:09:07,2
165,,,BUS0000000000160,a,2005-09-09 05:09:07,2
166,,,BUS0000000000161,a,2005-09-09 05:09:07,2
167,,,BUS0000000000162,a,2005-09-09 05:09:07,2
168,,,BUS0000000000163,a,2005-09-09 05:09:07,2
169,,,BUS0000000000164,a,2005-09-09 05:09:07,2
73,,,BUS0000000000068,a,2005-09-09 05:09:05,2
74,,,BUS0000000000069,a,2005-09-09 05:09:05,2
75,,,BUS0000000000070,a,2005-09-09 05:09:05,2
76,,,BUS0000000000071,a,2005-09-09 05:09:05,2
77,,,BUS0000000000072,a,2005-09-09 05:09:05,2
78,,,BUS0000000000073,a,2005-09-09 05:09:05,2
79,,,BUS0000000000074,a,2005-09-09 05:09:05,2
80,,,BUS0000000000075,a,2005-09-09 05:09:05,2
81,,,BUS0000000000076,a,2005-09-09 05:09:05,2
82,,,BUS0000000000077,a,2005-09-09 05:09:05,2
83,,,BUS0000000000078,a,2005-09-09 05:09:05,2
84,,,BUS0000000000079,a,2005-09-09 05:09:05,2
85,,,BUS0000000000080,a,2005-09-09 05:09:05,2
86,,,BUS0000000000081,a,2005-09-09 05:09:05,2
87,,,BUS0000000000082,a,2005-09-09 05:09:05,2
88,,,BUS0000000000083,a,2005-09-09 05:09:05,2
89,,,BUS0000000000084,a,2005-09-09 05:09:05,2
90,,,BUS0000000000085,a,2005-09-09 05:09:05,2
91,,,BUS0000000000086,a,2005-09-09 05:09:05,2
92,,,BUS0000000000087,a,2005-09-09 05:09:05,2
93,,,BUS0000000000088,a,2005-09-09 05:09:05,2
94,,,BUS0000000000089,a,2005-09-09 05:09:05,2
95,,,BUS0000000000090,a,2005-09-09 05:09:05,2
96,,,BUS0000000000091,a,2005-09-09 05:09:05,2
97,,,BUS0000000000092,a,2005-09-09 05:09:05,2
98,,,BUS0000000000093,a,2005-09-09 05:09:05,2
99,,,BUS0000000000094,a,2005-09-09 05:09:05,2
100,,,BUS0000000000095,a,2005-09-09 05:09:06,2
101,,,BUS0000000000096,a,2005-09-09 05:09:06,2
102,,,BUS0000000000097,a,2005-09-09 05:09:06,2
103,,,BUS0000000000098,a,2005-09-09 05:09:06,2
104,,,BUS0000000000099,a,2005-09-09 05:09:06,2
105,,,BUS0000000000100,a,2005-09-09 05:09:06,2
106,,,BUS0000000000101,a,2005-09-09 05:09:06,2
107,,,BUS0000000000102,a,2005-09-09 05:09:06,2
108,,,BUS0000000000103,a,2005-09-09 05:09:06,2
109,,,BUS0000000000104,a,2005-09-09 05:09:06,2
110,,,BUS0000000000105,a,2005-09-09 05:09:06,2
111,,,BUS0000000000106,a,2005-09-09 05:09:06,2
112,,,BUS0000000000107,a,2005-09-09 05:09:06,2
113,,,BUS0000000000108,a,2005-09-09 05:09:06,2
114,,,BUS0000000000109,a,2005-09-09 05:09:06,2
115,,,BUS0000000000110,a,2005-09-09 05:09:06,2
116,,,BUS0000000000111,a,2005-09-09 05:09:06,2
117,,,BUS0000000000112,a,2005-09-09 05:09:06,2
118,,,BUS0000000000113,a,2005-09-09 05:09:06,2
119,,,BUS0000000000114,a,2005-09-09 05:09:06,2
120,,,BUS0000000000115,a,2005-09-09 05:09:06,2
121,,,BUS0000000000116,a,2005-09-09 05:09:06,2
122,,,BUS0000000000117,a,2005-09-09 05:09:06,2
123,,,BUS0000000000118,a,2005-09-09 05:09:06,2
124,,,BUS0000000000119,a,2005-09-09 05:09:06,2
125,,,BUS0000000000120,a,2005-09-09 05:09:06,2
126,,,BUS0000000000121,a,2005-09-09 05:09:06,2
127,,,BUS0000000000122,a,2005-09-09 05:09:06,2
128,,,BUS0000000000123,a,2005-09-09 05:09:06,2
129,,,BUS0000000000124,a,2005-09-09 05:09:06,2
130,,,BUS0000000000125,a,2005-09-09 05:09:06,2
131,,,BUS0000000000126,a,2005-09-09 05:09:06,2
132,,,BUS0000000000127,a,2005-09-09 05:09:06,2
133,,,BUS0000000000128,a,2005-09-09 05:09:06,2
134,,,BUS0000000000129,a,2005-09-09 05:09:06,2
135,,,BUS0000000000130,a,2005-09-09 05:09:06,2
136,,,BUS0000000000131,a,2005-09-09 05:09:06,2
137,,,BUS0000000000132,a,2005-09-09 05:09:06,2
138,,,BUS0000000000133,a,2005-09-09 05:09:06,2
